Date,nvda,msft,googl,amzn,aapl,meta
2023-01-03,14.304595947265625,235.24005126953125,88.79810333251953,85.81999969482422,123.63252258300781,124.26531219482422
2023-01-04,14.738279342651367,224.9498748779297,87.76185607910156,85.13999938964844,124.9076919555664,126.88531494140625
2023-01-05,14.254631042480469,218.28286743164062,85.8886489868164,83.12000274658203,123.5831069946289,126.45694732666016
2023-01-06,14.848199844360352,220.85540771484375,87.02452850341797,86.08000183105469,128.13021850585938,129.52523803710938
2023-01-09,15.616641998291016,223.0057373046875,87.70207214355469,87.36000061035156,128.65415954589844,128.97732543945312
2023-01-10,15.897438049316406,224.70437622070312,88.10062408447266,89.87000274658203,129.22747802734375,132.48391723632812
2023-01-11,15.98936939239502,231.49903869628906,91.1894302368164,95.08999633789062,131.95574951171875,132.38429260253906
2023-01-12,16.498998641967773,234.18939208984375,90.80083465576172,95.2699966430664,131.8766632080078,136.1897735595703
2023-01-13,16.886716842651367,234.8963623046875,91.78726959228516,98.12000274658203,133.21115112304688,136.45872497558594
2023-01-17,17.68913459777832,235.99607849121094,90.96026611328125,96.05000305175781,134.37757873535156,134.8448944091797
2023-01-18,17.364370346069336,231.53831481933594,90.79087829589844,95.45999908447266,133.65599060058594,132.5137939453125
2023-01-19,16.75281524658203,227.7285919189453,92.71390533447266,93.68000030517578,133.71530151367188,135.6318817138672
2023-01-20,17.826034545898438,235.86842346191406,97.66594696044922,97.25,136.28538513183594,138.83963012695312
2023-01-23,19.17905044555664,238.1856689453125,99.4295654296875,97.5199966430664,139.48818969726562,142.72479248046875
2023-01-24,19.250993728637695,237.6554718017578,97.34709930419922,96.31999969482422,140.89183044433594,142.5952911376953
2023-01-25,19.308956146240234,236.25137329101562,94.8760757446289,97.18000030517578,140.22958374023438,140.96153259277344
2023-01-26,19.787607192993164,243.50750732421875,97.16775512695312,99.22000122070312,142.30543518066406,146.73947143554688
2023-01-27,20.35019874572754,243.6645965576172,99.0110855102539,102.23999786376953,144.25277709960938,151.16258239746094
2023-01-30,19.148073196411133,238.31332397460938,96.58985137939453,100.55000305175781,141.3564453125,146.5003662109375
